CODBEN,DESCRIPCION,PORCMAX,MONTOMAX,TIPO,USUARIO,FECMOD,APLICONCEPTO,APLICAL,PRIORIDAD,ORIGEN_BENEFICIO,Vigencia
2006,Beneficio Complementario No Renovable Nvos,15.00000,,BECA,8768,2023-07-13 16:19:00.000,A,SALDO,2,INTERNO,SI
2007,Matricula Exenta Antiguos,100.00000,,BECA,7872,2024-07-03 09:52:00.000,M,SALDO,3,INTERNO,NO
2008,Resolucion Financiera Matricula Exenta,100.00000,,BECA,7872,2024-01-23 10:19:00.000,M,TOTAL,1,INTERNO,SI
2009,Compensacion de Beneficio,,5000000.00,BECA,7181,2024-03-20 17:20:00.000,A,TOTAL,1,INTERNO,SI
2010,IP SUBERCASEAUX,30.00000,,BECA,7872,2023-12-29 12:41:00.000,A,SALDO,2,INTERNO,SI
2011,IP IPLACEX,30.00000,,BECA,7872,2023-12-29 12:42:00.000,A,TOTAL,2,INTERNO,SI
2012,Resolucion Financiera Arancel Exento,100.00000,,BECA,7872,2024-01-23 10:19:00.000,A,TOTAL,1,INTERNO,SI
2013,2 SEMESTRES MAGISTER,50.00000,,BECA,7872,2025-08-27 15:31:00.000,A,TOTAL,1,INTERNO,SI
2014,MENOR CARGA ACADEMICA POSTITULO,75.00000,,BECA,8768,2024-03-12 16:42:00.000,A,TOTAL,1,INTERNO,SI
2015,3 SEMESTRES MAGISTER,25.00000,,BECA,8768,2024-03-20 14:35:00.000,A,TOTAL,1,INTERNO,SI
2016,RESOLUCION BARBARA ALVAREZ BRANTES,80.00000,,BECA,7872,2024-08-12 15:29:00.000,A,TOTAL,1,INTERNO,SI
2017,Beca Alumni Matrcula Diplomado,,99999.00,BECA,8768,2024-11-22 16:28:00.000,M,TOTAL,1,INTERNO,SI
2018,Beca Alumni Arancel Diplomado,100.00000,,BECA,8768,2024-11-22 16:29:00.000,A,TOTAL,1,INTERNO,SI
2019,RESOLUCION NICOLAS OLIVERA PELEGRI,50.00000,,BECA,8768,2024-12-03 17:40:00.000,A,TOTAL,1,INTERNO,SI
2020,RESOLUCION NICOLAS OLIVERA PELEGRI,100.00000,,BECA,8768,2024-12-06 11:47:00.000,M,TOTAL,1,INTERNO,SI
2021,Ajuste Plan de Pago Nuevos,,72000.00,BECA,7872,2024-12-16 18:33:00.000,A,SALDO,6,INTERNO,SI
2022,Beca STEM Ingenieria en Informatica,40.00000,,BECA,8768,2025-01-16 17:41:00.000,A,SALDO,3,INTERNO,SI
141,BECA COLABORADOR ITAU BBA CORREDOR DE BOLSA LTDA,10.00000,,BECA,66,2018-01-11 00:00:00.000,A,SALDO,3,INTERNO,NO
765,Beca Hijos de Egresados de UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
766,Beca Hijos y Cónyuge de Funcionarios,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
767,Becas Egresados de IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
769,Pago Contado (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
770,Pago con Cheques (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
771,Convenio Institucional,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
776,218 Beca 25% PROMO + CONV ICOL (ago-nov 2012),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
777,219 Beca 35% PROMO + CONV MBA (ago-nov 2012),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
778,220 Beca 15% PROMO + CONV PSICOL (ago-nov 2012),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
779,221 Beca 15% PROMO + CONV LAP (ago-nov 2012),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
780,222 Promoción 25% CG-TSNI (Oct- Nov 2012),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
781,924 Convenio IST (UNIACC-10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
782,223 Beca Admisión 2013 (10%-IACC-alms nvos),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
783,224 Beca 7% plan contado (IACC-alms nvos),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
784,225 Beca 5% plan con cheques  (IACC-alms nvos),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
785,226 Beca 17% alms nvos ARQUIT (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
786,227 Beca 21% alms nvos DERECHO (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
787,228 Beca 26% alms nvos PSICO (P) (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
788,229 Beca 21% alms nvos APU (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
789,230 Beca 7% alms nvos C. AUD. (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
790,231 Beca 34% alms nvos ICOL (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
791,232 Beca 26% alms nvos INFOL (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
792,233 Beca 11% alms nvos PRDMO (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
793,234 Beca 19% alms nvos PSICOL (año 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
794,Beca 20/13,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
795,925 Convenio Funcionarios Banco Estado (IACC-20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
796,926 Convenio Clientes Banco Estado (IACC-20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
797,927 Convenio empresas SMU (UNIACC-10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
798,235 Banco Estado 30% (alms nvos IACC mayo 2013),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
799,236 Beca reintegro IACC 20% (equipo ER),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
800,Beca Admisión Noviembre,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
801,Beca Admisión Noviembre,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
802,IP -101 Renovación Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
803,IP -102 Ajuste Renovación Arancel Promocional,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
804,IP -103 Beca por Resolución Rectoría IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
805,"IP -104 Beca 17% plan contado
",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
806,IP -105 Beca 16% (entre 2 y 9 cheques),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
807,IP -106 Beca 15% (entre 10 y 12 cheques),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
808,IP -107 Beca 15% (entre 2 y 9 cuponeras),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
809,IP -108 Beca 14% (entre 10 y 12 cuponeras),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
810,IP -201 Egresados IACC-UNIACC (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
811,IP -202 Beca 2014 nuevos (10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
812,IP - 922 BCI-TBANK 2014 (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
813,IP -212 Beca RCL  M-A(25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
817,IP -901 Caja los Andes (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
818,IP -902  Mundo ACHS (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
819,IP -903 IST y empresas asociadas (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
820,IP -904 Videocorp Latinoamerica (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
821,IP -905 AIE (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
822,IP -906 Emp. Asociadas a Integro (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
823,IP -907 Bomberos de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
824,IP -908 Camara de Comercio de Santiago (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
825,IP -909 Banco del Estado (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
826,IP -910 Corcin (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
827,IP -911  Ejercito de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
828,IP -912  Fuerza Aérea de Chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
829,IP -913 GoldCorp El Morro (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
830,IP -914 Monticello Gran Casino ( 20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
831,IP -915 SMU  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
832,IP- 923 C. los Andres (J-A)  (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
834,IP - 216 Beca Dipl. Abril (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
835,922 Promo Nov. ACHS  (IACC 25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
837,IP -930 Otros convenios ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
838,UN-101 RENOVACIÓN DE BECAS,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
839,UN-102 COMPLEMENTARIA (FONDO UNIACC),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
840,UN-201 TALENTO JOVEN,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
841,UN-305 PLAN HIJO O PARIENTE DE ALUMNO PROYECTO XXI,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
64,Sindicato Banco de Chile MAT,100.00000,,BECA,67,2017-04-06 00:00:00.000,M,SALDO,3,INTERNO,NO
65,Sindicato Banco de Chile ARA,15.00000,,BECA,67,2017-04-06 00:00:00.000,A,SALDO,3,INTERNO,NO
66,Sindicato Interempresas BANCO SANTANDER MAT,100.00000,,BECA,67,2018-01-26 00:00:00.000,M,SALDO,3,INTERNO,NO
67,Sindicato Interempresas BANCO SANTANDER ARA,15.00000,,BECA,67,2018-01-26 00:00:00.000,A,SALDO,3,INTERNO,NO
68,Sindicato Nacional Banco Santander N1 MAT,100.00000,,BECA,1,2018-03-08 00:00:00.000,M,SALDO,3,INTERNO,NO
1008,Becas Hijos (as) y cónyuge de Funcionarios,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1009,Becas Hijos (as) y cónyuge de Docentes,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1010,Becas Egresados de IACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1011,Convenio Institucional,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1012,Fondo de Beca UNIACC,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1013,Pago al Contado (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1014,Pago con Cheques (No renovable),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1015,Dacc-puntaje desde 81 (20% descuento),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1016,Dacc-puntaje hasta 80 (10% descuento),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1017,Renovación de Beca,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1018,Admisión 2015,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1019,Anticipación de Matrícula (5% Dcto. No renovable) - Válido h,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1020,IP - 215 BSU ( D.3) 30%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1021,IP - 216 BSU ( D.4-5) 25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1022,IP - 217 BSU ( D.6) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1023,IP - 218 BSU ( D.7) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1024,IP - 219 Z. Ext. (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1025,IP- 213 NEM (TR.4)30%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1026,IP - 2014 B. G. Fam (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1027,IP - 220 BTF 0-6 (1) 5%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1028,IP - 221 BTF 0-6 (2 +) 10%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1029,IP - 222 BTF 7-12 (0) 5%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1030,IP - 223 BTF 7-12 (1) 10%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1031,IP - 224 BTF 7-12 (2+) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1032,IP - 225 BTF 13-24 (0) 10%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1033,IP - 226 BTF 13-24 (1) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1034,IP - 227 BTF 13-24 (2+) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1035,IP - 228 BTF 24 + (0) 15%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1036,IP - 229 BTF 24 + (1) 20%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1037,IP - 229 BTF 24 + (2+) 25%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1038,IP - 230 BVSS  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1039,IP - 231 BDP Enero  (15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1040,IP - 232 BFE  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1041,IP - 233 BFTP   (15%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1042,IP -234 Egresados IACC-UNIACC DIP. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1043,IP -235 B. Dep. (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1044,IP -236 Socofar Dip. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1045,IP -237 Carr. Nuevas (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1046,IP -238 RP A.Social (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1047,IP 204 Cheque (10%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1048,"IP- 931 Integro M. D.(50%)
",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1049,IP- 932 Peoplecare M. D. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1050,IP - 244  BDP   (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1051,IP- 901 Integro AD.(20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1052,IP- 902 Peoplecare AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1053,IP- 903 Celmedia AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1054,IP- 904 Monticello AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1055,IP- 905  Caja los Heroes AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1056,IP- 906 Cam. De Com. AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1057,IP- 907 Fach AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1058,IP- 908 Ej. de Chile AD.(20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1059,IP- 909 Caja los Andes  AD.(20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1060,IP- 910 Bomberos AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1061,IP- 911 Benefis AD. (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1062,ASOC FUNCIONARIOS SERVICIO MEDICO LEGAL,30.00000,,BECA,1,2021-09-27 19:29:00.000,A,SALDO,2,INTERNO,SI
1063,IP- 913 Integro Ripley -En  AD.(25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1064,IP- 914Integro D.(40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1065,PEOPLE CARE,25.00000,,BECA,1,2021-09-27 20:01:00.000,A,SALDO,2,INTERNO,SI
1066,IP- 916 Celmedia D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1067,IP- 917 Monticello D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1068,IP- 918  Caja los Heroes D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1069,IP- 919 Cam. De Com. D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1070,IP- 920 Fach D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1071,IP- 921  Ej. de Chile D.(40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1072,IP- 922 Caja los Andes  D.(40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1073,IP- 923 Bomberos D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1074,IP- 924 Benefis D. (40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
919,IP -904 Videocorp Latinoamerica (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1399,IP- 909  ACHS DIPLOMADO.  (30%) 2018,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1822,REGULARIZACION PAGO MATRICULA MNP,,300000.00,BECA,8768,2022-02-28 11:55:00.000,M,TOTAL,2,INTERNO,SI
991,IP -222 Beca Conyuge (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1459,IP-953 BECA DESCUENTO ESPECIAL CLIENTE BANCO ESTADO ( DIPLOM,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
69,Sindicato Nacional Banco Santander N1 ARA,15.00000,,BECA,1,2018-03-08 00:00:00.000,A,SALDO,3,INTERNO,NO
842,UN-204 BECA FUNCIONARIO ADMINISTRATIVO,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1075,IP - 243 BFTP   (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1076,IP- 925 Senadis ( 40%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1077,IP - 926 Cooper (25%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1078,IP -101 Renovación Becas,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1079,IP - 928  Benefis Marzo (25%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1080,IP - 927 BINET (25%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1081,"IP -102 Beca por Resolución Rectoría IACC
IP -102 Beca por ",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1082,IP- 933Celmedia M. D. (50%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1236,IP -924 Bomberos Dip. (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1237,IP- 925 Benefis (25%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1238,IP- 926 Benefis Dip. (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1239,IP- 927 Poder Judicial GoIntegro (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1240,IP- 928 SML (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1241,IP- 929 Finning (20%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1242,IP - 930 nexxo (20%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1246,IP -934 Eduglobal (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1255,IP -935 Benefis (20%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1265,IP - 931 Afubach bco chile (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1266,IP- 932 Afubach  bco chile  dip. (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1267,IP- 933 Afubach  bco itau (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1268,IP- 934 Afubach  bco itau dip . (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1270,IP -936 Benefis dip. (30%) ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1271,IP- 937 Eduglobal (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1272,IP- 938 Eduglobal dip.  (30%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1273,IP - 939 BECA FUNCIONARIO IACC 50% ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1274, IP - 940  ADICIONAL MAYO  5% 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1276,IP - 941 CONVENIO CLUB METRO  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1278,IP - 941 CONVENIO  TARJETA BIP (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1279,IP - 941 CONVENIO CLUB METRO  (20%),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1280,IP - 942  BECA  ADICIONAL JUNIO 5%,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1283,IP - 107 BECA PAGARE ( DIP) 35% JUNIO ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1284,IP - 108 BECA CHEQUE ( DIP)  45% JUNIO ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1285,IP- 109 BECA CONTADO ( DIP) 50% JUNIO ,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1286,IP-943 BECA ADICIONAL JULIO ( 5% ) 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1287,"IP-944 BECA ADICIONAL AGOSTO ( 5% ) 2017
IP-944 BECA ADICIO",100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1288,IP-945 BECA EXTRA CARR.DIFICIL  ( 5% ) 2017,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1289, IP- 241 BENEFICIO FIRMA CONVENIO FACH FUNCIONARIOS (DIP)100,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1290,IP- 242 BENEFICIO CONVENIO  FDR SANTANDER FUNCIONARIO  (DIP),100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
1291,IP- 243 BENEFICIO CONVENIO  CAJA GABRIELA MISTRAL  FUNCIONAR,100.00000,,BECA,1,2020-12-10 12:27:13.543,M,SALDO,3,INTERNO,NO
